,Volatility_30,cash_and_cash_equivalents,net_debt,total_assets,total_liabilities_net_minority_interest,operating_cash_flow,investing_cash_flow,financing_cash_flow,free_cash_flow,investments_in_property_plant_and_equipment,purchase_of_investment,sale_of_investment,10Y Treasury Yield,CPI,BAA Corporate Bond Spread
2023-01-28,0.0239326042674779,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.52,300.456,1.88
2023-01-29,0.0239326042674779,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.52,300.456,1.88
2023-01-30,0.024138475666135098,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.55,300.456,1.87
2023-01-31,0.023121850761247613,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.52,300.456,1.9
2023-02-01,0.022814349437593154,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.39,301.476,1.91
2023-02-02,0.022594054241761394,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.4,301.476,1.88
2023-02-03,0.02297182926943756,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.53,301.476,1.83
2023-02-04,0.02297182926943756,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.53,301.476,1.83
2023-02-05,0.02297182926943756,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.53,301.476,1.83
2023-02-06,0.023050074624273626,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.63,301.476,1.77
2023-02-07,0.023945633776274795,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.67,301.476,1.78
2023-02-08,0.024206336794531654,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.63,301.476,1.83
2023-02-09,0.023837451847277362,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.67,301.476,1.84
2023-02-10,0.023449035172953676,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.74,301.476,1.85
2023-02-11,0.023449035172953676,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.74,301.476,1.85
2023-02-12,0.023449035172953676,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.74,301.476,1.85
2023-02-13,0.023044863112220343,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.72,301.476,1.84
2023-02-14,0.023082819930148355,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.77,301.476,1.81
2023-02-15,0.023084751600747737,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.81,301.476,1.82
2023-02-16,0.023247336663019473,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.86,301.476,1.84
2023-02-17,0.023041928409257867,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.82,301.476,1.89
2023-02-18,0.023041928409257867,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.82,301.476,1.89
2023-02-19,0.023041928409257867,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.82,301.476,1.89
2023-02-20,0.023041928409257867,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.82,301.476,1.89
2023-02-21,0.02370548739617594,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.95,301.476,1.87
2023-02-22,0.023269728116265327,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.93,301.476,1.85
2023-02-23,0.02325110155459096,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.88,301.476,1.86
2023-02-24,0.022370774293605896,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.95,301.476,1.86
2023-02-25,0.022370774293605896,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.95,301.476,1.86
2023-02-26,0.022370774293605896,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.95,301.476,1.86
2023-02-27,0.02192349801791069,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.92,301.476,1.87
2023-02-28,0.02200153247172239,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.92,301.476,1.9
2023-03-01,0.02197719315024817,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,4.01,301.643,1.84
2023-03-02,0.021886219148425205,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,4.08,301.643,1.82
2023-03-03,0.020037298696189268,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.97,301.643,1.79
2023-03-04,0.020037298696189268,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.97,301.643,1.79
2023-03-05,0.020037298696189268,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.97,301.643,1.79
2023-03-06,0.01779493104911044,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.98,301.643,1.79
2023-03-07,0.01820402222023081,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.97,301.643,1.79
2023-03-08,0.01840503760282969,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.98,301.643,1.79
2023-03-09,0.020316283839851543,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.93,301.643,1.85
2023-03-10,0.023831465277810347,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.7,301.643,1.96
2023-03-11,0.023831465277810347,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.7,301.643,1.96
2023-03-12,0.023831465277810347,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.7,301.643,1.96
2023-03-13,0.02383400006345631,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.55,301.643,2.14
2023-03-14,0.024027611254361796,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.64,301.643,2.11
2023-03-15,0.023690068794132567,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.51,301.643,2.22
2023-03-16,0.023236122468086817,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.56,301.643,2.16
2023-03-17,0.023184577052786627,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.39,301.643,2.21
2023-03-18,0.023184577052786627,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.39,301.643,2.21
2023-03-19,0.023184577052786627,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.39,301.643,2.21
2023-03-20,0.02317319014695712,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.47,301.643,2.19
2023-03-21,0.025067173193745712,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.59,301.643,2.11
2023-03-22,0.022880691082289392,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.48,301.643,2.16
2023-03-23,0.02290475535775116,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.38,301.643,2.26
2023-03-24,0.022909018961170192,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.38,301.643,2.24
2023-03-25,0.022909018961170192,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.38,301.643,2.24
2023-03-26,0.022909018961170192,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.38,301.643,2.24
2023-03-27,0.022946585259044715,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.53,301.643,2.19
2023-03-28,0.022525484546904947,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.55,301.643,2.19
2023-03-29,0.022820793274588764,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.57,301.643,2.15
2023-03-30,0.022809786270281213,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.55,301.643,2.11
2023-03-31,0.023115571066488712,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.48,301.643,2.11
2023-04-01,0.023115571066488712,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.48,302.858,2.11
2023-04-02,0.023115571066488712,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.48,302.858,2.11
2023-04-03,0.02315832151017133,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.43,302.858,2.11
2023-04-04,0.022926171798661365,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.35,302.858,2.1
2023-04-05,0.023240557583759952,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.3,302.858,2.14
2023-04-06,0.023186867526137637,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.3,302.858,2.11
2023-04-07,0.023186867526137637,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.39,302.858,2.11
2023-04-08,0.023186867526137637,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.39,302.858,2.11
2023-04-09,0.023186867526137637,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.39,302.858,2.11
2023-04-10,0.023551018867642704,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.41,302.858,2.09
2023-04-11,0.02384329798167923,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.43,302.858,2.05
2023-04-12,0.023678222286475266,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.41,302.858,2.08
2023-04-13,0.023856852858914066,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.45,302.858,2.07
2023-04-14,0.023856885009499323,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.52,302.858,2.05
2023-04-15,0.023856885009499323,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.52,302.858,2.05
2023-04-16,0.023856885009499323,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.52,302.858,2.05
2023-04-17,0.023550086889518432,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.6,302.858,2.02
2023-04-18,0.023720743000850638,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.58,302.858,2.01
2023-04-19,0.02367345227142782,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.6,302.858,2.01
2023-04-20,0.023509043125550744,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.54,302.858,2.05
2023-04-21,0.022135580839033008,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.57,302.858,2.04
2023-04-22,0.022135580839033008,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.57,302.858,2.04
2023-04-23,0.022135580839033008,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.57,302.858,2.04
2023-04-24,0.017003224971227807,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.52,302.858,2.04
2023-04-25,0.017715718395705106,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.4,302.858,2.09
2023-04-26,0.017520154972346814,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.43,302.858,2.11
2023-04-27,0.017507965338412045,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.53,302.858,2.07
2023-04-28,0.01845066133766071,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.44,302.858,2.08
2023-04-29,0.01845066133766071,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.44,302.858,2.08
2023-04-30,0.01845066133766071,12823556000.0,30708539000.0,275346636000.0,219975946000.0,-5279259000.0,-13647272000.0,22055366000.0,-5364315000.0,-85056000.0,-47191313000.0,35356268000.0,3.44,302.858,2.08
