Date,index,Volatility_30,cash_and_cash_equivalents,net_debt,total_assets,total_liabilities_net_minority_interest,operating_cash_flow,investing_cash_flow,financing_cash_flow,free_cash_flow,investments_in_property_plant_and_equipment,purchase_of_investment,sale_of_investment,10Y Treasury Yield,CPI,BAA Corporate Bond Spread,net_investment,capital_call,capital_call_rolling,distribution,distribution_rolling
1970-01-01 00:04:31,2020-09-28 00:00:00,0.01910360000293585,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.67,259.997,2.76,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:04:32,2020-09-29 00:00:00,0.019273176162011397,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.66,259.997,2.74,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:04:33,2020-09-30 00:00:00,0.019259153604431124,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.69,259.997,2.75,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:04:34,2020-10-01 00:00:00,0.01936681001073121,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.68,260.319,2.75,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:04:35,2020-10-02 00:00:00,0.0180033784789156,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.7,260.319,2.76,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:04:36,2020-10-03 00:00:00,0.0180033784789156,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.7,260.319,2.76,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:04:37,2020-10-04 00:00:00,0.0180033784789156,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.7,260.319,2.76,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:04:38,2020-10-05 00:00:00,0.01847580378782542,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.78,260.319,2.74,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:04:39,2020-10-06 00:00:00,0.019383599600322963,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.76,260.319,2.7,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:04:40,2020-10-07 00:00:00,0.019435811095419527,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.81,260.319,2.69,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:04:41,2020-10-08 00:00:00,0.0198106562416832,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.78,260.319,2.68,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:04:42,2020-10-09 00:00:00,0.019825041173276475,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.79,260.319,2.67,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:04:43,2020-10-10 00:00:00,0.019825041173276475,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.79,260.319,2.67,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:04:44,2020-10-11 00:00:00,0.019825041173276475,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.79,260.319,2.67,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:04:45,2020-10-12 00:00:00,0.019926688888922385,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.79,260.319,2.67,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:04:46,2020-10-13 00:00:00,0.019402933433275833,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.74,260.319,2.65,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:04:47,2020-10-14 00:00:00,0.019284422375412415,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.73,260.319,2.64,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:04:48,2020-10-15 00:00:00,0.019408966730777844,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.74,260.319,2.65,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:04:49,2020-10-16 00:00:00,0.018553843271530715,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.76,260.319,2.64,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:04:50,2020-10-17 00:00:00,0.018553843271530715,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.76,260.319,2.64,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:04:51,2020-10-18 00:00:00,0.018553843271530715,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.76,260.319,2.64,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:04:52,2020-10-19 00:00:00,0.01857733701506773,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.78,260.319,2.61,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:04:53,2020-10-20 00:00:00,0.017080465978284897,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.81,260.319,2.64,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:04:54,2020-10-21 00:00:00,0.01688647358380137,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.83,260.319,2.63,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:04:55,2020-10-22 00:00:00,0.016776806275580248,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.87,260.319,2.61,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:04:56,2020-10-23 00:00:00,0.016766523712662875,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.85,260.319,2.6,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:04:57,2020-10-24 00:00:00,0.016766523712662875,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.85,260.319,2.6,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:04:58,2020-10-25 00:00:00,0.016766523712662875,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.85,260.319,2.6,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:04:59,2020-10-26 00:00:00,0.017269765955227556,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.81,260.319,2.6,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:00,2020-10-27 00:00:00,0.017112534325563294,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.79,260.319,2.6,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:01,2020-10-28 00:00:00,0.01789634109447481,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.79,260.319,2.62,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:02,2020-10-29 00:00:00,0.01752049716145069,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.85,260.319,2.61,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:03,2020-10-30 00:00:00,0.017741176713023346,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.88,260.319,2.61,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:04,2020-10-31 00:00:00,0.017741176713023346,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.88,260.319,2.61,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:05,2020-11-01 00:00:00,0.017741176713023346,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.88,260.911,2.61,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:06,2020-11-02 00:00:00,0.018206026224823948,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.87,260.911,2.6,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:07,2020-11-03 00:00:00,0.018222309714983304,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.9,260.911,2.58,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:08,2020-11-04 00:00:00,0.021410232711144363,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.78,260.911,2.58,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:09,2020-11-05 00:00:00,0.020904398520049255,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.79,260.911,2.52,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:10,2020-11-06 00:00:00,0.020544869534899445,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.83,260.911,2.51,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:11,2020-11-07 00:00:00,0.020544869534899445,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.83,260.911,2.51,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:12,2020-11-08 00:00:00,0.020544869534899445,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.83,260.911,2.51,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:13,2020-11-09 00:00:00,0.01999601811268882,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.96,260.911,2.47,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:14,2020-11-10 00:00:00,0.019472185474014112,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.98,260.911,2.44,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:15,2020-11-11 00:00:00,0.021299758329699138,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.98,260.911,2.44,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:16,2020-11-12 00:00:00,0.021251674210867665,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.88,260.911,2.45,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:17,2020-11-13 00:00:00,0.02157818857211424,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.89,260.911,2.44,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:18,2020-11-14 00:00:00,0.02157818857211424,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.89,260.911,2.44,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:19,2020-11-15 00:00:00,0.02157818857211424,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.89,260.911,2.44,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:20,2020-11-16 00:00:00,0.021091462063133858,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.91,260.911,2.42,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:21,2020-11-17 00:00:00,0.020178596780825966,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.87,260.911,2.42,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:22,2020-11-18 00:00:00,0.02015207953423814,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.88,260.911,2.39,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:23,2020-11-19 00:00:00,0.019863272558986348,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.86,260.911,2.35,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:24,2020-11-20 00:00:00,0.019881948892688676,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.83,260.911,2.35,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:25,2020-11-21 00:00:00,0.019881948892688676,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.83,260.911,2.35,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:26,2020-11-22 00:00:00,0.019881948892688676,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.83,260.911,2.35,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:27,2020-11-23 00:00:00,0.019861430715642565,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.86,260.911,2.33,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:28,2020-11-24 00:00:00,0.02000779447612148,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.88,260.911,2.31,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:29,2020-11-25 00:00:00,0.02021461710718738,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.88,260.911,2.32,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:30,2020-11-26 00:00:00,0.02021461710718738,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.88,260.911,2.32,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:31,2020-11-27 00:00:00,0.02001301377571554,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.84,260.911,2.32,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:32,2020-11-28 00:00:00,0.02001301377571554,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.84,260.911,2.32,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:33,2020-11-29 00:00:00,0.02001301377571554,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.84,260.911,2.32,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:34,2020-11-30 00:00:00,0.020386090101228733,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.84,260.911,2.29,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:35,2020-12-01 00:00:00,0.02085857750372026,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.92,262.045,2.28,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:36,2020-12-02 00:00:00,0.02066797167152398,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.95,262.045,2.24,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:37,2020-12-03 00:00:00,0.020578545803612982,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.92,262.045,2.23,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:38,2020-12-04 00:00:00,0.02061578559924804,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.97,262.045,2.23,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:39,2020-12-05 00:00:00,0.02061578559924804,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.97,262.045,2.23,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:40,2020-12-06 00:00:00,0.02061578559924804,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.97,262.045,2.23,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:41,2020-12-07 00:00:00,0.020636002902503333,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.94,262.045,2.22,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:42,2020-12-08 00:00:00,0.02005528078740441,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.92,262.045,2.22,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:43,2020-12-09 00:00:00,0.019914565300525423,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.95,262.045,2.24,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:44,2020-12-10 00:00:00,0.019011146962810935,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.92,262.045,2.22,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:45,2020-12-11 00:00:00,0.019112406111869068,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.9,262.045,2.23,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:46,2020-12-12 00:00:00,0.019112406111869068,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.9,262.045,2.23,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:47,2020-12-13 00:00:00,0.019112406111869068,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.9,262.045,2.23,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:48,2020-12-14 00:00:00,0.018825337416814608,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.9,262.045,2.24,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:49,2020-12-15 00:00:00,0.01842046118979558,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.92,262.045,2.26,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:50,2020-12-16 00:00:00,0.018432235151122908,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.92,262.045,2.25,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:51,2020-12-17 00:00:00,0.01457999086291633,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.94,262.045,2.23,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:52,2020-12-18 00:00:00,0.013958474523331932,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.95,262.045,2.24,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:53,2020-12-19 00:00:00,0.013958474523331932,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.95,262.045,2.24,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:54,2020-12-20 00:00:00,0.013958474523331932,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.95,262.045,2.24,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:55,2020-12-21 00:00:00,0.01408418729657543,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.95,262.045,2.23,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:56,2020-12-22 00:00:00,0.014076208846944131,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.93,262.045,2.22,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:57,2020-12-23 00:00:00,0.013999517096587314,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.96,262.045,2.24,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:58,2020-12-24 00:00:00,0.011193665698874693,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.94,262.045,2.23,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:05:59,2020-12-25 00:00:00,0.011193665698874693,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.94,262.045,2.23,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:06:00,2020-12-26 00:00:00,0.011193665698874693,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.94,262.045,2.23,-108184936000.0,0.0,0.0,0.0,0.0
1970-01-01 00:06:01,2020-12-27 00:00:00,0.011193665698874693,6507874000.0,26915722000.0,79806502000.0,39006586000.0,-5953693000.0,-153386000.0,9803704000.0,-6107079000.0,-153386000.0,-58617575000.0,49567361000.0,0.94,262.045,2.23,-108184936000.0,0.0,0.0,0.0,0.0
