Date,forecast_capital_call_proxy
2024-12-20,0.7329069380795304
2024-12-21,0.10463406398146842
2024-12-22,0.3990581419346064
2024-12-23,0.15164687454476297
2024-12-24,0.1404875027819303
2024-12-25,0.11602993987853455
2024-12-26,0.23340703646005323
2024-12-27,0.2552349182310116
2024-12-28,0.13934162805273081
2024-12-29,0.16177886225888416
2024-12-30,0.1435630071987068
2024-12-31,0.32678682909150475
